3.937	-2.544
4.109	-2.555
4.209	-2.586
4.300	-2.636
4.379	-2.704
4.443	-2.786
4.488	-2.879
4.515	-2.980
4.520	-3.084
4.505	-3.187
4.469	-3.285
4.157	-3.924
	
4.183	-3.889
4.486	-3.913
	
4.639	-3.750
4.722	-3.724
4.808	-3.713
4.894	-3.719
4.978	-3.740
5.056	-3.777
5.127	-3.827
5.186	-3.890
5.246	-3.989
	
5.266	-4.267
5.549	-4.551
	
5.557	-4.580
5.557	-3.930
5.562	-3.800
5.582	-3.703
5.630	-3.582
5.701	-3.474
5.792	-3.382
5.900	-3.310
6.020	-3.261
6.147	-3.237
6.257	-3.236
6.355	-3.252

